X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.156000e-02,8.000000e-07
0,6.40e-01,2.08e-02,
1,6.40e-01,2.00e-02,
2,6.40e-01,1.84e-02,
3,6.40e-01,2.00e-02,
4,6.40e-01,2.00e-02,
5,6.40e-01,2.08e-02,
6,6.40e-01,2.08e-02,
7,6.40e-01,2.08e-02,
8,6.40e-01,2.08e-02,
9,6.40e-01,2.00e-02,
10,6.40e-01,2.00e-02,
11,6.40e-01,1.84e-02,
12,6.40e-01,2.00e-02,
13,6.40e-01,2.00e-02,
14,6.40e-01,2.00e-02,
15,6.40e-01,2.00e-02,
16,6.40e-01,2.00e-02,
17,6.40e-01,2.00e-02,
18,6.40e-01,2.00e-02,
19,6.40e-01,2.08e-02,
20,6.40e-01,2.00e-02,
21,6.40e-01,2.08e-02,
22,6.40e-01,2.00e-02,
23,6.40e-01,2.00e-02,
24,6.40e-01,2.00e-02,
25,6.40e-01,1.84e-02,
26,6.40e-01,2.00e-02,
27,6.40e-01,1.84e-02,
28,6.40e-01,2.00e-02,
29,6.40e-01,1.76e-02,
30,6.40e-01,1.76e-02,
31,6.40e-01,2.08e-02,
32,6.40e-01,1.84e-02,
33,6.40e-01,2.00e-02,
34,6.40e-01,1.84e-02,
35,6.40e-01,2.00e-02,
36,6.40e-01,2.00e-02,
37,6.40e-01,1.76e-02,
38,6.40e-01,1.84e-02,
39,6.40e-01,1.84e-02,
40,6.40e-01,1.84e-02,
41,6.40e-01,1.84e-02,
42,6.40e-01,1.76e-02,
43,6.40e-01,1.76e-02,
44,6.40e-01,2.00e-02,
45,6.40e-01,1.84e-02,
46,6.40e-01,1.84e-02,
47,6.40e-01,1.84e-02,
48,6.40e-01,1.84e-02,
49,6.40e-01,1.76e-02,
50,6.40e-01,1.60e-02,
51,6.40e-01,1.84e-02,
52,6.40e-01,1.76e-02,
53,6.40e-01,1.76e-02,
54,6.40e-01,1.76e-02,
55,6.40e-01,1.76e-02,
56,6.40e-01,1.76e-02,
57,6.40e-01,1.60e-02,
58,6.40e-01,1.76e-02,
59,6.40e-01,1.84e-02,
60,6.40e-01,1.84e-02,
61,6.40e-01,1.60e-02,
62,6.40e-01,1.60e-02,
63,6.40e-01,1.84e-02,
64,6.40e-01,1.76e-02,
65,6.40e-01,1.76e-02,
66,5.60e-01,1.60e-02,
